Probecard,Freq1,Freq2,PRR_record,Temp_coeff,Test_time,Power_supply,Propagation_delay,Rise_time,Fall_time,Resistance,Functional
PC03,15.04,16.47,1121,21.3,2.21,13.76,0.28,245,144,1.741,155.506
PC03,13.2,16.1,1121,22.6,2.22,14.04,1.33,276,177,1.963,122.519
PC03,9.3,13.02,1121,24.9,3.11,15.71,3.38,333,233,1.79,66.945
PC03,11.13,13.66,1121,24.2,2.58,15.5,3.02,316,216,1.673,84.178
PC03,16.3,16.75,1121,19.9,1.92,13.96,-1.21,214,114,1.891,186.101
PC03,15.22,15.51,1121,21.7,1.55,15.69,0.77,259,158,1.859,141.917
PC03,12.77,14.71,1121,23.1,2.43,15.01,2.07,293,193,1.66,105.846
PC03,13.38,15.15,1121,22.3,1.97,13.6,1.28,272,171,1.795,128.171
PC03,10.27,12.55,1121,25,3.12,16.34,4.25,340,240,1.736,59.826
PC03,8.45,10.9,1121,25.9,3.02,16.72,5.1,360,260,1.604,39.148
PC03,14.13,15.1,1121,22.5,2.06,14.89,1.49,275,175,1.719,123.608
PC04,15.71,13.41,1121,23.5,2.43,14.55,3.26,235,263,1.81,486.227
PC04,16.28,13.53,1124,23.6,2.24,15.05,3.15,242,256,1.951,492.831
PC04,17.73,12.82,1124,24.2,2.12,15.93,4.26,211,288,1.718,461.289
PC04,16.6,12.95,1124,24.1,2.4,15.43,3.55,218,281,1.682,468.964
PC04,13.2,14.63,1124,22.9,2.33,14.25,2.19,272,226,1.977,523.731
PC04,8.59,17.66,1121,21.7,3.39,13.45,-0.71,340,160,2.148,589.753
PC04,10.3,15.73,1124,22.1,3.1,13.4,0.11,319,181,2.067,569.272
PC04,19.77,11.68,1124,25,1.69,17.23,6.03,170,329,1.745,420.109
PC04,12.78,16.3,1124,22.7,2.67,14.68,1.36,290,208,1.751,540.877
PC04,19.47,12.19,1121,24.6,1.74,16.28,4.76,188,312,1.764,437.719
PC04,14.85,14.19,1124,23.7,2.32,15.29,3.16,242,257,1.742,493.028
PC04,19.59,10.88,1121,25,1.76,16.15,5.74,176,323,2.059,426.315
PC04,14.5,14.69,1121,23.2,2.53,15.04,2.65,264,234,1.866,515.599
PC04,11.84,14.76,1121,22.7,2.98,14.57,1.5,286,212,1.751,537.363
PC04,12.94,15.71,1121,22.7,2.74,14.37,0.93,291,207,2.032,541.681
PC04,13.99,13.89,1121,23.7,2.52,15.37,3.29,244,255,1.764,493.985
PC04,17.01,12.45,1121,24.4,2.28,15.17,4.4,210,289,1.799,459.993
PC04,9.78,17.51,1121,21.8,3.67,14.23,-0.77,339,161,1.918,588.555
PC04,15.73,14.34,1124,23.8,2.24,14.95,3.35,239,261,1.847,488.528
PC04,19.43,11.36,1121,24.8,1.92,16.35,5.45,189,309,1.972,439.662
PC04,12.82,15.21,1121,23,2.63,13.04,1.78,283,217,1.849,532.738
PC04,16.07,13.46,1121,23.3,2.38,15.64,3.17,247,252,1.698,496.753
PC04,18.18,12.45,1121,24.5,2.12,15.62,4.98,203,296,1.734,453.249
PC04,14.75,13.98,1121,23.6,2.59,15.26,3.24,246,252,1.934,497.069
PC04,21.26,9.68,1121,25.6,1.4,17.25,7.25,142,357,1.725,392.188
PC04,13.53,14.48,1121,23.2,2.82,14.49,2.14,270,229,1.575,519.841
PC04,13.57,15.66,1121,22.9,2.61,13.35,1.52,272,227,1.813,522.451
PC04,12.51,14.84,1124,22.9,2.55,13.41,1.55,279,221,1.836,529.27
PC04,21.19,10.03,1121,25.5,1.56,16.47,6.88,147,352,1.664,397.838
PC04,12.83,16.03,1121,22.8,2.65,13.69,1.37,284,214,1.732,534.876
PC04,15.26,13.6,1121,23.7,2.26,14.74,2.96,237,261,1.834,488.115
PC04,11.95,16.22,1121,22.3,2.75,13.52,0.83,303,196,1.826,552.691
PC04,10.98,15.36,1124,22.2,2.99,13.64,0.41,310,189,1.851,560.772
PC04,18.1,12.08,1121,24.4,2.18,15.77,4.73,206,292,1.873,457.916
PC04,15.32,13.97,1124,23.4,2.42,14.74,2.67,250,250,1.819,500.066
PC04,16.25,13.33,1121,23.9,1.93,15.35,3.68,227,272,1.615,477.224
PC04,12.35,15.09,1124,22.3,3.07,13.04,0.42,308,191,2.089,558.392
PC04,9.44,16.77,1124,21.9,3.2,13.3,-0.37,331,168,2.073,581.852
PC04,20.13,11,1124,25.1,1.7,16.78,6.27,165,334,1.691,415.93
PC04,12.83,14.72,1124,23,2.45,14.45,2.22,270,229,1.723,520.891
PC04,16.25,12.79,1124,24.1,2.11,15.53,3.83,227,271,1.757,478.23
PC04,17.19,12.98,1124,24.2,2.24,14.8,4.11,215,284,1.92,465.785
PC04,18.21,10.67,1121,24.8,1.97,17.06,5.38,186,311,1.79,437.625
PC04,8.57,17.75,1124,21.5,3.29,12.29,-1.11,353,145,1.884,603.437
PC04,20.12,10.96,1121,25.3,1.39,16.44,6.37,158,341,1.826,407.799
PC04,12.33,14.77,1121,22.8,3.08,14.38,1.46,283,216,1.471,534.414
PC04,17.27,11.4,1121,24.5,1.79,14.92,4.46,208,290,1.537,458.559
PC04,11.22,18,1124,22.1,3.17,13.12,-0.19,324,175,1.886,574.114
PC04,15.36,13.59,1121,23.8,2.52,14.73,3.3,238,262,1.949,487.201
PC04,17.56,11.79,1124,24.5,2.29,16.03,4.68,201,298,1.756,451.694
PC04,18.05,11.2,1124,24.8,1.58,15.87,4.8,194,304,1.814,444.104
PC04,11.91,16.22,1124,22.4,2.94,14.32,0.66,307,192,1.839,557.378
PC04,20.77,9.52,1124,25.5,1.38,16.74,6.7,147,351,1.606,397.623
PC04,11.96,15.6,1121,22.6,2.54,14.33,1.23,288,210,1.852,538.166
PC04,19.37,10.5,1124,25,1.88,17.39,5.31,184,315,1.709,433.603
PC04,16.24,13.31,1124,24,2.12,15.89,3.62,225,273,1.785,476.475
PC04,15.26,13.02,1121,23.5,2.36,14.29,2.43,249,250,1.838,499.364
PC04,14.55,14.52,1124,23.2,2.45,15.21,2.04,264,236,2.039,513.693
PC04,16.78,13.38,1121,24.2,2.02,16.32,4.13,220,277,1.533,471.908
PC04,17.83,11.36,1121,24.7,1.71,16.56,4.86,191,308,1.612,440.715
PC04,16.72,13.35,1124,24,2.2,15.36,3.61,226,273,1.868,476.367
PC04,17.91,11.35,1124,24.7,1.82,16.73,5.49,184,315,1.802,433.933
PC04,14.4,13.46,1121,23.8,2.96,14.96,2.9,243,255,1.871,494.031
PC04,16.46,11.72,1124,23.9,2.08,15.17,4.11,221,279,1.618,470.884
PC04,11.14,16.25,1124,22.5,3.13,14.28,1.1,300,198,1.905,551.097
PC04,10.28,18.07,1121,21.9,3.42,13.48,-0.61,331,168,1.87,581.724
PC04,17.73,12.79,1124,23.9,1.91,16.31,3.88,220,280,1.658,470.618
PC04,14.62,14.86,1121,23.1,2.29,15.71,2.06,266,234,1.753,514.974
PC04,15.61,13.7,1124,23.1,2.54,15.15,2.35,258,241,1.926,508.502
PC04,12.83,15.29,1124,22.8,2.8,14.41,1.48,280,217,1.688,530.857
PC04,14.67,13.37,1121,23.4,2.46,14.95,2.69,254,244,1.824,504.908
PC04,10.01,17.78,1124,21.9,2.98,13.7,0.09,322,176,1.691,572.575
PC04,20.08,11.07,1124,25.2,1.42,16.26,6.4,165,333,1.716,415.988
PC04,17,12.08,1121,24.2,2,15.28,4.28,213,288,1.863,462.371
PC04,14.5,14.32,1121,23,2.69,14.92,1.38,282,218,1.989,532.321
PC04,20.14,10.44,1124,25.4,1.48,17.69,6.92,157,343,1.764,406.893
PC04,12.46,16,1121,22.7,3.04,13.64,1,295,204,1.85,544.931
PC04,16.73,13.43,1124,23.9,2.6,15.25,3.52,234,265,1.726,484.385
PC04,15.43,13.74,1124,23.6,2.43,15.03,3.15,241,259,1.679,491.047
PC04,10.14,16.88,1124,22,3.01,12.37,-0.4,327,171,1.789,576.989
PC04,15.25,14.63,1121,23.5,2.71,14.68,3.35,240,259,1.95,490.703
PC04,12.03,16.08,1124,22.5,2.98,12.8,0.46,305,194,1.82,555.544
PC04,13.11,14.56,1124,22.9,2.87,13.42,1.87,283,216,2.037,534.034
PC04,14.8,13.32,1121,23.6,2.55,15.78,2.97,246,253,1.719,496.712
PC04,14.03,14.32,1124,23.2,2.44,14.56,2.41,263,237,1.835,513.257
PC04,11.55,15.54,1124,22.4,2.7,13.23,0.55,300,198,2.027,550.658
PC04,15.15,14.09,1121,23.6,2.64,15.61,3.02,245,254,1.839,495.67
PC04,18.81,11.69,1124,24.6,1.43,16.7,5.28,192,306,1.858,443.389
PC04,14.55,14.18,1121,23.2,2.29,14.74,2.69,257,242,1.793,507.33
PC04,19.06,10.88,1124,24.7,2.06,16.22,5.41,186,313,1.61,436.374
PC04,7.2,18.45,1124,20.9,3.44,13.13,-1.86,369,130,1.789,619.602
PC04,11.76,16.49,1124,22.6,3.12,13.64,0.75,297,203,1.992,547.318
PC04,20.88,10.46,1124,25.2,1.42,16.94,6.2,161,339,1.874,411.766
PC04,12.83,15.3,1124,22.8,2.79,14.62,1.23,288,212,1.871,537.948
PC04,12.29,15.73,1124,22.9,2.68,13.34,1.64,281,218,1.784,530.894
PC04,17.75,13.13,1121,24.3,1.86,16.16,4.83,211,288,1.564,461.684
PC04,14.52,14.04,1124,23.4,2.53,15.92,2.17,255,244,1.982,505.026
PC04,12.11,16.56,1124,22.5,2.9,13.59,0.38,306,194,1.757,555.531
PC04,18.69,10.18,1124,24.7,2.19,16.1,5.69,184,315,1.938,434.079
PC04,9.4,17.15,1124,21.6,3.3,13.24,-0.67,341,159,1.812,591.46
PC04,12.83,16.18,1121,23,2.95,14.78,1.49,285,214,1.885,536.23
PC04,12.03,15.54,1121,22.5,2.65,13.44,0.72,305,194,1.946,555.447
PC04,21.25,10.2,1124,25.6,1.62,16.76,6.97,143,356,1.527,393.473
PC04,12.78,14.11,1121,23.1,2.13,14.58,1.96,267,233,1.61,518.019
PC04,11.22,15.97,1124,22.5,3.03,14.19,1.36,290,209,1.83,541.399
PC04,16.32,12.91,1124,24.1,2.31,15.31,4.13,229,270,1.811,478.673
PC04,11.99,15.66,1121,22.4,3.19,13.64,1.08,301,197,1.8,551.589
PC04,17.6,11.91,1124,24.7,1.73,16.42,5.14,197,302,1.704,447.544
PC04,13.81,15.63,1121,23.3,2.36,14.04,2.3,261,239,1.785,510.836
PC04,19.36,10.72,1121,25,1.76,16.1,5.43,183,317,1.902,432.845
PC04,11.86,16.01,1124,22.6,2.55,14.19,0.53,300,199,1.855,550.386
PC04,12.93,14.65,1121,22.9,2.91,14.89,1.69,281,219,1.783,531.147
PC04,15.73,12.66,1124,23.9,2.08,16.29,3.43,236,263,1.769,486.41
PC04,15.65,14.06,1124,23.5,2.64,14.71,3.01,253,247,1.842,502.648
PC04,18,12.13,1124,24.5,1.85,15.98,4.72,201,298,1.648,451.318
PC04,14.83,13.1,1124,23.6,2.15,15.36,3.33,239,262,1.637,489.153
PC04,12.73,14.99,1124,22.9,2.85,14.64,1.62,280,219,1.774,530.284
PC04,18.83,11.79,1124,24.6,2.27,16.08,5.13,197,303,1.772,446.458
PC04,12.11,15.59,1121,22.8,2.94,14.51,1.23,288,211,1.753,538.636
PC04,20.68,9.62,1124,25.6,1.38,17.24,7.36,137,360,1.874,389.296
PC04,14.8,13.97,1124,23.5,2.45,14.63,2.42,251,247,1.597,502.494
PC04,15.24,13.95,1121,23.5,2.53,15.12,2.82,247,252,1.806,496.978
PC04,14.2,14.38,1121,23.1,2.83,14.58,1.85,269,229,1.991,519.735
PC04,14.03,15.28,1124,23.3,2.57,15.59,2.33,262,236,2.205,513.481
PC04,20.21,10.92,1124,25.1,1.83,16.27,5.87,172,328,1.799,422.353
PC04,11.57,15.82,1121,22.5,2.99,13.79,1.05,300,198,1.537,550.414
PC04,12.6,15.28,1124,22.5,3.22,13.36,0.4,299,199,1.977,550.254
PC04,11.81,15.98,1124,22.3,3.09,14.12,0.93,301,198,1.682,551.944
PC04,16.33,12.4,1124,24.3,2.26,15.79,3.87,223,275,1.649,474.441
PC04,9.19,17.49,1121,21.5,3.33,12.83,-0.3,338,161,1.954,589.197
PC04,11.49,16.08,1124,22.3,2.56,13.04,0.34,309,190,1.675,558.965
PC04,16.46,12.7,1121,23.9,2.08,15.2,3.86,222,277,1.936,473.295
PC04,15.82,13.68,1121,23.8,2.21,15.26,3.13,234,264,1.652,484.519
PC04,18.93,11.41,1124,25.4,1.96,15.45,5.88,167,333,1.359,417.69
PC04,18,11.77,1121,24.8,1.46,15.97,5.14,185,315,1.585,435.478
PC04,15.3,13.77,1124,23.2,2.43,14.35,2.55,256,243,1.659,506.601
PC04,9.8,17.71,1121,21.6,3.43,10.97,-0.91,345,153,2.065,596.002
PC04,13.45,14.81,1121,22.8,2.42,13.84,1.81,273,226,1.909,524.121
PC04,14.51,13.37,1124,23.1,2.66,15.06,2.37,261,238,1.788,511.615
PC04,18.21,13.25,1124,24.4,2.14,15.13,5.2,197,301,1.767,447.994
PC04,20.76,9.69,1121,25.5,1.54,17.25,6.19,157,341,2.012,407.321
PC04,8.65,19.86,1124,20.9,3.68,11.82,-2.37,378,121,1.782,628.84
PC04,23.45,7.68,1121,26.6,1.05,17.05,8.55,100,398,1.705,351.175
PC04,16.61,13.81,1121,23.8,2.26,14.88,2.77,244,255,1.965,494.169
PC04,17.11,12.39,1121,24.4,2.18,16.55,4.59,210,289,1.594,461.407
PC04,14.97,14.28,1124,23.2,2.93,14.24,2.39,258,241,1.74,508.396
PC04,16.68,12.9,1121,24.3,2.13,14.77,4.91,208,290,1.778,459.211
PC04,22.16,9.14,1124,26.2,1.39,18.13,8.03,119,379,1.526,369.276
PC04,12.05,15.44,1121,22.5,2.73,14.11,0.76,293,206,1.773,543.403
PC04,19.35,11.24,1124,24.9,1.63,16.83,5.78,176,322,1.506,427.268
PC04,17.04,13.07,1121,24.1,2.26,15.5,3.79,219,279,1.831,470.023
PC04,15.61,12.39,1121,23.7,2.27,15.63,3.23,235,264,1.781,485.409
PC04,15.73,13.36,1121,24,2.24,15.42,3.41,230,269,1.772,480.5
PC04,19.04,10.65,1124,25.1,1.76,17.29,5.62,173,327,1.813,422.564
PC04,16.66,11.98,1124,23.9,2.14,15.26,4.27,222,278,1.691,471.295
PC04,13.77,14.32,1121,23.1,2.42,14.3,2.05,267,231,1.807,517.993
PC04,13.72,14.44,1124,22.9,2.61,14.56,1.9,271,227,1.682,522.528
PC04,16.25,14.19,1121,23.7,2.43,15.91,3.34,234,266,1.754,483.927
PC04,15.2,13.46,1124,23.9,2.27,16.05,3.26,232,266,1.89,483.945
PC04,11.67,15.32,1124,22.5,3.09,13.71,0.83,300,199,1.739,550.031
PC04,11.88,15.73,1121,22.7,2.85,14.05,1.16,287,212,1.765,536.925
PC04,16.53,13.28,1124,24.1,2.42,15.61,4,225,275,1.672,474.478
PC04,15.86,13.98,1124,23.8,2.39,15.31,3.68,231,268,1.693,481.276
PC04,14.58,14.09,1124,23.6,2.79,14.98,2.62,257,243,1.644,506.683
PC04,13.94,15.14,1124,23.4,2.58,14.26,2.3,259,239,1.915,509.562
PC04,14.21,14.95,1121,23,2.42,15.11,2.01,267,232,1.809,518.243
PC04,16.61,12.41,1121,24,2.01,15.34,4.17,216,282,1.727,467.03
PC04,15.88,12.65,1121,23.9,2.63,15.49,3.53,233,264,1.66,484.714
PC04,12.45,15.82,1121,22.8,2.46,13.82,1.88,281,217,1.768,532.891
PC04,8.41,17.43,1121,21.4,3.28,12.39,-1.46,349,150,1.834,599.851
PC04,20.68,10.57,1124,25.3,1.51,16.48,6.06,167,333,1.638,416.671
PC04,19.34,10.44,1124,25.4,1.83,16.2,6.78,158,341,1.577,408.255
PC04,15.65,13.9,1124,23.3,2.39,14.91,2.38,255,244,1.801,505.176
PC04,18.36,11,1121,24.4,2.35,15.84,4.38,209,290,1.713,459.794
PC04,15.42,14.21,1124,23.9,1.87,15.13,3.52,235,265,1.904,485.738
PC04,15.11,12.94,1121,23.8,2.49,15.07,3.39,242,259,1.918,491.41
PC04,9.2,17.36,1124,21.7,3.37,12.69,-0.83,337,160,2.026,588.545
PC04,13.21,14.94,1121,22.8,3,14.81,1.12,287,212,1.85,537.075
PC04,13.64,15.2,1121,23.1,2.85,14.77,1.84,270,229,1.665,520.107
PC04,15.85,12.81,1121,23.9,2.14,15.37,3.91,226,273,1.762,476.871
PC04,16.41,12.93,1124,23.9,2.03,16.43,3.6,225,275,1.797,474.584
PC04,10.91,16.61,1124,22.3,3.34,13.2,-0.09,316,183,1.814,566.549
PC04,16.84,11.92,1121,24.4,1.82,15.95,4.1,212,288,1.846,462.145
PC04,16.82,12.91,1121,24.1,1.85,15.45,4.11,221,278,1.751,471.05
PC04,17.97,11.6,1124,24.6,1.8,16.09,4.88,199,300,1.765,449.675
PC04,10.77,17.12,1121,21.7,3.32,12.71,-0.71,340,159,1.766,590.728
PC04,16.96,13.08,1124,24,2.59,15.54,4.07,226,273,1.65,477.008
PC04,13.96,15.16,1124,23.1,2.3,14.49,2.01,269,230,1.965,520.293
PC04,13.39,15.27,1121,22.9,2.82,13.9,1.67,282,218,1.887,532.358
PC04,15.67,13.67,1121,23.5,2.39,14.86,3.12,241,257,1.829,492.344
PC04,13.69,14.49,1124,23.2,2.57,13.91,1.88,269,231,1.713,518.395
PC04,17.36,11.83,1124,24.4,2.29,15.74,4.62,209,290,1.856,458.926
PC04,12.56,15.15,1121,23.1,2.72,13.69,2.17,277,222,1.905,527.763
PC04,15.77,13.43,1124,23.7,2.34,14.84,3.48,237,263,1.815,486.652
PC04,19.03,10.84,1124,24.9,1.75,16.89,5.52,176,324,1.679,425.914
PC04,12.2,16.08,1124,22.3,2.7,13.59,0.74,298,200,1.996,549.391
PC04,13.77,15.33,1121,23.4,2.11,15.15,2.47,258,241,1.853,507.886
PC04,15.21,13.3,1121,23.7,2.33,15.44,2.83,243,256,1.822,493.127
PC04,13.2,14.96,1121,22.9,2.96,14.65,1.36,283,216,1.721,533.039
PC04,14.13,14.39,1121,23.2,2.3,14.47,1.86,264,236,1.711,513.907
PC04,11.31,16.63,1124,22.1,2.93,13.39,0.72,313,186,1.881,563.36
PC04,12.5,15.81,1124,22.7,3.06,15.26,1.44,289,211,1.841,538.783
PC04,14.22,14.64,1124,22.9,2.81,13.71,1.66,275,224,1.706,525.564
PC04,16.43,12.98,1124,24.3,2.23,15.82,3.84,217,282,1.927,467.629
PC04,18.09,12.17,1124,24.5,1.89,15.6,4.81,197,301,1.975,447.669
PC04,18.02,12.32,1121,24.4,1.91,16.02,4.62,205,295,1.69,455.012
PC04,12.82,15.72,1121,23,2.86,14.12,1.71,279,220,1.953,529.794
PC04,11.14,17.01,1121,22.2,3.15,12.86,0.05,314,184,1.919,564.453
PC04,10.64,16.11,1121,22.3,2.88,13.78,0.32,308,191,1.824,559.013
PC04,12.87,16.2,1121,22.8,2.8,14.78,1.88,284,215,1.719,534.814
PC04,17.82,10.91,1121,24.6,2.06,15.69,4.87,196,303,1.926,446.506
PC04,23.11,7.69,1124,26.3,0.86,17.4,8.17,113,386,1.525,363.472
PC04,19.72,10.53,1121,25.1,1.78,17.16,5.57,176,323,1.795,426.284
PC04,16.22,12.61,1124,24,1.99,16.07,3.55,218,281,1.829,468.191
PC04,17.1,12.8,1124,24.2,1.8,16.26,4.16,211,289,1.855,461.047
PC04,15.91,13.54,1121,23.8,2.33,15.13,3.31,232,266,1.84,483.121
PC04,13.47,15.21,1124,22.9,2.4,14.09,1.7,277,223,1.822,526.331
PC04,17.28,13.29,1124,24.1,1.96,15.18,3.88,221,278,1.841,471.157
PC04,19.59,11.64,1124,25,1.6,16.17,5.52,174,325,1.832,424.168
PC04,12.91,15.41,1121,22.9,2.74,14.41,0.8,294,206,1.875,543.205
PC04,7.89,18.86,1121,21.3,3.55,12.68,-1.49,361,137,1.769,612.108
PC04,10.47,16.75,1121,21.9,3.19,13.9,-0.41,334,166,1.872,583.437
PC04,13.48,15.11,1121,22.8,2.83,14.1,1.62,283,216,1.746,533.463
PC04,16.36,14.32,1124,23.8,2.72,15.24,3.16,244,255,1.646,494.949
PC04,15.4,14.46,1124,23.6,2.44,14.62,2.95,249,250,1.66,499.238
PC04,15.85,13.79,1124,23.7,2.53,14.88,2.82,250,249,1.973,500.571
PC04,12.24,15.51,1124,22.8,3.11,13.85,1.14,283,216,2.042,533.924
PC04,14.22,14.54,1121,23.2,2.51,14.86,1.83,267,231,1.986,517.747
PC04,10.69,17.37,1124,22.2,3.37,13.57,-0.13,317,181,1.972,567.511
PC04,17.07,12.63,1121,24.1,2.73,15.64,4.29,221,277,1.594,471.867
PC04,16.78,12.81,1121,24.1,2.08,15.35,4.2,220,279,1.733,470.609
PC04,12.85,15.7,1121,22.6,2.9,14.97,1.38,288,210,1.847,539.037
PC04,16.52,13.65,1121,23.6,2.24,15.66,3.52,240,259,1.718,489.815
PC04,13.31,15.12,1121,23.1,2.72,14.18,2.11,270,229,1.711,520.882
PC04,17.65,12.22,1124,24.4,2.01,16.03,5.01,201,298,1.788,452.265
PC04,14.53,12.69,1124,23.9,2.4,14.58,2.75,243,257,1.8,492.873
PC04,17.41,11.59,1124,24.3,2.02,15.36,4.68,200,298,1.734,450.707
PC04,11.5,16.42,1124,22.2,2.95,12.98,0.12,316,183,1.8,567.145
PC04,14.17,13.33,1121,23.3,2.84,14.71,2.78,257,243,1.839,507.227
PC04,18.32,12.14,1124,24.4,1.84,16.13,4.75,204,296,1.733,453.929
PC04,14.77,12.55,1124,23.6,2.44,14.88,2.59,252,248,1.797,501.916
PC04,13.49,15.05,1121,23,2.58,14.29,1.6,272,227,1.966,523.065
PC04,8.72,17.17,1124,21.7,3.42,13.5,-1.07,342,157,1.89,592.488
PC04,9.15,17.82,1121,21.5,3.51,13.32,-0.91,345,153,2.157,595.678
PC04,13.18,14.85,1124,23,2.61,14.29,1.9,275,224,1.691,525.498
PC04,15.2,14.33,1121,23.1,2.8,14.3,2.26,264,235,1.866,514.83
PC04,12.59,16.05,1121,22.5,2.93,14.03,0.86,300,197,1.74,551.513
PC04,14.39,14.6,1121,23.3,2,14.71,2.59,259,240,1.78,509.201
PC04,17.76,12.66,1124,24.2,1.91,16.82,4.16,213,286,1.829,463.852
PC04,15.95,13.75,1121,23.9,2.38,15.84,3.24,236,264,1.941,486.853
PC04,11.03,16.98,1121,22,2.99,14.22,-0.27,323,176,1.785,572.805
PC04,14.16,14.47,1124,23.2,2.72,15.94,2.29,265,233,1.695,515.599
PC04,15.79,14.37,1121,23.6,2.56,14.46,2.74,245,255,1.83,494.909
PC04,12.61,16.12,1121,23,2.9,14.86,1.79,273,226,1.8,523.044
PC04,14.96,14.52,1121,23.4,2.33,15.21,2.46,258,241,1.815,507.852
PC04,10.89,16.39,1124,22.1,3.35,13.55,0.16,318,182,2.002,567.555
PC04,14.38,14.19,1121,23.2,2.32,15.17,2.39,258,241,1.785,508.083
PC04,13.29,14.64,1121,22.7,2.89,14.11,1.06,292,207,1.826,543.088
PC04,12.98,16.28,1124,23.1,2.28,15.66,1.45,275,224,1.802,525.602
PC04,17.79,12.48,1124,24.3,1.86,16.03,4.49,209,289,1.719,459.561
PC04,12.97,14.75,1121,23,2.51,14.6,2.32,271,228,1.677,521.61
PC04,20.08,11.35,1124,25.1,1.53,15.35,5.9,167,331,1.626,418.351
PC04,11.76,16.6,1121,22.4,2.8,14.26,1,302,197,1.683,552.402
PC04,16.81,13.1,1121,24,1.86,15.71,3.92,224,275,1.682,473.715
PC04,14.49,15.18,1124,23,2.54,15.33,2.4,269,231,1.775,518.468
PC04,17.85,12.78,1121,24.5,2.24,15.11,4.97,199,302,1.703,448.329
PC04,18.86,11.04,1124,25,1.77,16.85,5.53,172,327,1.802,422.96
PC04,13.85,14.43,1121,23.2,2.64,14.03,2.35,262,236,1.948,512.838
PC04,18.03,11.6,1124,24.6,2.16,15.8,4.97,194,305,1.683,443.66
PC04,13.79,14.81,1124,22.9,3.06,14.94,1.38,276,223,1.714,526.25
PC04,20.08,10.19,1121,25.3,1.69,17.54,6.44,166,333,1.847,416.777
PC04,17.16,12.08,1124,24.6,2,16.3,4.85,198,301,1.684,448.389
PC04,13.01,16.04,1124,22.6,2.84,15.11,0.92,296,203,1.752,546.648
PC04,18.45,11.67,1121,24.7,1.95,16.24,5.56,190,309,1.761,440.115
PC04,16.48,12.51,1124,23.9,1.96,16.06,3.69,226,271,1.809,477.614
PC04,20.9,9.9,1121,25.4,1.22,16.29,6.33,152,346,1.615,403.454
PC04,7.26,18.71,1124,21,3.5,13.21,-2.11,375,125,1.998,625.063
PC04,11.66,16.67,1121,22.3,2.63,13.12,0.69,300,198,1.948,550.934
PC04,15.28,14.27,1124,23.8,2.52,15.88,2.72,243,257,1.755,493.329
PC04,18.95,11.56,1124,25,1.79,16.72,5.99,173,325,1.72,423.863
PC04,9.42,18,1121,22,3.21,13.21,-0.39,329,170,1.752,579.198
PC04,16.69,12.23,1121,24.4,2.02,15.54,4.85,205,294,2.04,455.008
PC04,15.71,13.66,1124,23.7,2.3,14.78,3.19,243,255,1.87,493.53
PC04,13.02,15.96,1124,23.1,2.69,14.83,1.97,274,225,1.841,524.935
PC04,15.19,14.17,1124,23.7,2.18,14.75,3.16,235,264,1.753,485.674
PC04,16.97,12.77,1121,24.1,1.86,15.44,4.1,217,281,1.76,467.515
PC04,17,13.22,1124,24.3,2.24,15.53,3.99,215,282,1.77,465.727
PC04,11.15,16.86,1121,22.2,3.14,13.13,0.29,314,184,1.913,564.891
PC04,16.14,13.67,1124,24.1,2.77,15,4.11,225,274,1.611,475.882
PC04,19.57,11.45,1124,24.9,1.83,16.47,5.44,181,319,1.667,430.823
PC04,12.07,15.57,1121,22.5,2.68,13.87,0.81,292,206,1.721,542.067
PC04,13.07,15.69,1124,22.9,2.68,13.88,1.8,272,228,1.808,522.263
PC04,17.17,12.35,1121,24.2,1.62,16.33,4.16,215,285,1.918,465.37
PC04,16.06,13.56,1124,24,2.09,15.54,4.04,226,273,1.648,476.729
PC04,10.84,16.94,1121,22.2,3.19,13.44,-0.05,317,181,1.846,568.377
PC04,15.92,13.68,1124,23.6,2.26,15.75,3.12,241,259,1.819,491.599
PC04,18.05,12.76,1121,24.4,2.45,15.91,4.85,201,297,1.743,452.309
PC04,7.17,19.19,1124,21.2,4,12.12,-2.08,369,130,1.965,619.442
PC04,14.23,13.68,1124,23.5,2.28,15.02,3,242,257,1.582,492.397
PC04,15.75,13.81,1121,23.7,2.15,14.64,3.14,239,260,1.669,489.676
PC04,12.91,15.34,1121,23,2.59,13.75,1.54,280,217,2.04,531.987
PC04,11.89,15.86,1121,22.4,3.22,14.44,0.44,307,192,1.875,557.463
PC04,12.25,15.05,1121,22.4,2.81,13.68,0.42,303,195,1.624,554.119
PC04,19.18,11.37,1124,24.9,1.77,15.94,5.1,183,316,1.729,433.137
PC04,12.61,15.42,1124,22.6,2.98,15.16,1.54,287,213,1.878,537.513
PC04,12.21,15.47,1124,22.8,2.54,14.38,1.24,296,203,1.899,546.03
PC04,18.1,12.65,1124,24.3,1.9,16.8,4.97,193,306,1.66,443.531
PC04,13.93,14.2,1124,23.2,3.03,14.46,2.39,263,236,1.83,513.778
PC04,14.61,15.16,1121,23.2,2.88,15.49,2.42,258,242,1.937,507.913
PC04,22.32,9.42,1124,25.7,1.26,17.53,7.54,136,364,1.548,385.354
PC04,13.87,13.89,1121,23.3,2.9,14.7,2.27,257,242,1.963,508.369
PC04,11.25,16.54,1121,22.1,2.99,13.68,-0.33,320,179,1.879,570.023
PC04,15.51,14.92,1124,23.6,2.54,15.03,2.54,253,246,1.924,503.75
PC04,12.71,15.44,1124,22.5,2.94,13.63,1.17,295,207,1.748,542.649
